0,0.0062248
1,0.000235799
2,0.000199332
3,0.000226479
4,0.000232874
5,0.000202293
6,0.00017539
7,0.000263198
8,0.000230656
9,0.000604456
10,0.000135613
11,5.2386e-05
12,5.2386e-05
13,0.000333192
14,0.00028276
15,5.2386e-05
16,0.000133633
17,0.000254681
18,5.2386e-05
19,0.000372405
20,0.000287182
21,0.00069651
22,0.000164052
23,0.000397129
24,0.000227252
25,0.000803973
26,0.000697882
27,9.88136e-05
28,0.00025016
29,0.000192093
30,0.000213034
31,0.000299868
32,0.000145591
33,9.11062e-05
34,9.17134e-05
35,7.26969e-05
36,0.000183875
37,5.2386e-05
38,0.000141468
39,0.000195492
40,0.000498288
41,0.000455488
42,9.11062e-05
43,5.2386e-05
44,0.000134704
45,0.00016032
46,0.000130364
47,7.99098e-05
48,0.000292566
49,0.000153715
50,0.000153356
51,0.000139636
52,8.1422e-05
53,0.000414403
54,0.000134451
55,0.000198701
56,0.000810063
57,0.000213045
58,0.000211311
59,0.000225469
60,0.000118313
61,9.83859e-05
62,0.000296035
63,9.79216e-05
64,0.000141627
65,0.000160791
66,0.00018001
67,0.000778338
68,0.00020953
69,0.000141526
70,7.61432e-05
71,0.000100415
72,0.000275128
73,0.000157935
74,5.2386e-05
75,0.000176908
76,8.24068e-05
77,0.000120581
78,0.000211774
79,0.000153636
80,0.000313442
81,0.000106665
82,0.000387414
83,0.000139636
84,0.000191109
85,0.000183657
86,0.000148427
87,0.000173014
88,0.00028457
89,0.000222836
90,8.85561e-05
91,0.000230656
92,0.000287115
93,0.000180641
94,0.000297643
95,0.000175923
96,0.000146276
97,0.000108388
98,0.000504413
99,0.000291655
100,0.000173663
101,0.000265225
102,0.000150234
103,0.000189088
104,0.000348979
105,0.000182024
106,0.000127728
107,0.00688835
108,0.000199172
109,0.000404147
110,0.000151696
111,0.000287992
112,9.94862e-05
113,0.00042497
114,5.2386e-05
115,0.000408631
116,0.000318464
117,0.000112544
118,0.000400621
119,0.000733328
120,8.96853e-05
121,0.000172478
122,0.000664782
123,0.000209968
124,0.000111414
125,7.58345e-05
126,0.000127174
127,0.000242212
128,0.000308688
129,0.000123467
130,0.000229923
131,0.000169311
132,0.000209202
133,0.000236456
134,0.000220485
135,0.000170563
136,0.000633783
137,0.000323935
138,7.21701e-05
139,0.000154249
140,0.000216086
141,0.000314061
142,0.000454267
143,0.000286741
144,0.000285247
145,8.85561e-05
146,0.000144547
147,0.00017539
148,0.000247383
149,0.00026636
150,0.000192486
151,0.000151103
152,0.000122905
153,6.20013e-05
154,7.82681e-05
155,0.00010198
156,0.000165301
157,0.000104956
158,0.000301006
159,0.000204119
160,6.92216e-05
161,0.000281651
162,0.00016671
163,0.000120538
164,7.37762e-05
165,0.000149809
166,0.000107467
167,0.000166198
168,0.000166886
169,0.000417741
170,0.000510515
171,0.000373292
172,0.000443956
173,0.000218386
174,0.000128546
175,0.000369928
176,0.000177058
177,0.000251881
178,0.000189015
179,0.000127659
180,0.000275659
181,0.000232874
182,0.000113806
183,6.3552e-05
184,0.00026589
185,0.000297972
186,0.000469641
187,0.000228917
188,0.000514547
189,0.000141627
190,0.000102159
191,7.59634e-05
192,0.000170799
193,0.000153784
194,0.000262874
195,0.000211774
196,0.000186858
197,0.000242117
198,0.000253267
199,0.00050072
200,0.000595576
201,0.000125908
202,0.000101985
203,0.000605412
204,0.000295362
205,8.1422e-05
206,9.37974e-05
207,7.05534e-05
208,0.000109453
209,5.2386e-05
210,5.2386e-05
211,0.000331235
212,0.000215677
213,0.000446756
214,0.000333354
215,5.2386e-05
216,7.25488e-05
217,0.000153328
218,0.000211774
219,0.000182697
220,0.000108355
221,0.000120406
222,0.000160126
223,0.000291184
224,0.000317631
225,0.000229662
226,0.00026487
227,0.000332684
228,8.17711e-05
229,0.000113655
230,0.000251546
231,0.000266911
232,0.000282616
233,9.11062e-05
234,6.1457e-05
